sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
1491,train,297.779602,38.056858,13.237985,31.159481,data/processed/food-nutrients/images/001491.jpg
1492,train,312.659607,38.920853,16.597986,31.207481,data/processed/food-nutrients/images/001492.jpg
1493,train,348.999664,39.411209,17.928936,34.642704,data/processed/food-nutrients/images/001493.jpg
1494,train,529.879639,46.891212,40.368938,41.238701,data/processed/food-nutrients/images/001494.jpg
1495,train,77.586021,2.772815,12.609709,2.31068,data/processed/food-nutrients/images/001495.jpg
1496,train,116.16552,3.374529,14.058498,5.921285,data/processed/food-nutrients/images/001496.jpg
1497,train,345.657349,32.70406,24.260704,29.935171,data/processed/food-nutrients/images/001497.jpg
1498,train,98.382996,4.144,12.395,3.478,data/processed/food-nutrients/images/001498.jpg
1499,test,110.181,4.357234,14.762364,3.761948,data/processed/food-nutrients/images/001499.jpg
1500,train,271.641266,17.734715,18.565031,14.042557,data/processed/food-nutrients/images/001500.jpg
1501,train,277.531311,18.076714,19.895029,14.06156,data/processed/food-nutrients/images/001501.jpg
1502,train,70.0,0.7,18.199999,0.14,data/processed/food-nutrients/images/001502.jpg
1503,train,128.709991,1.421,32.619999,0.449,data/processed/food-nutrients/images/001503.jpg
1504,train,193.709991,13.921,33.494999,0.699,data/processed/food-nutrients/images/001504.jpg
1505,test,282.539978,15.243999,44.834999,4.983,data/processed/food-nutrients/images/001505.jpg
1506,train,312.665558,17.219376,50.066841,5.737881,data/processed/food-nutrients/images/001506.jpg
1507,test,41.594833,1.024,4.924903,2.229677,data/processed/food-nutrients/images/001507.jpg
1508,test,56.354836,1.229,8.614903,2.270678,data/processed/food-nutrients/images/001508.jpg
1509,train,95.114838,1.705,18.134903,2.474677,data/processed/food-nutrients/images/001509.jpg
1510,train,237.524826,3.826,36.314899,9.342677,data/processed/food-nutrients/images/001510.jpg
1511,train,25.530136,1.674047,4.433764,0.639729,data/processed/food-nutrients/images/001511.jpg
1512,train,262.330139,17.674047,6.993764,18.239729,data/processed/food-nutrients/images/001512.jpg
1513,test,346.819672,19.754049,16.997473,22.768761,data/processed/food-nutrients/images/001513.jpg
1514,train,739.663696,41.75605,21.785473,53.890759,data/processed/food-nutrients/images/001514.jpg
1515,val,53.5,0.535,13.91,0.107,data/processed/food-nutrients/images/001515.jpg
1516,train,169.360001,2.069,42.478001,0.737,data/processed/food-nutrients/images/001516.jpg
1517,train,263.830017,3.476,54.537998,5.293,data/processed/food-nutrients/images/001517.jpg
1518,train,385.333984,12.788,55.529999,14.285,data/processed/food-nutrients/images/001518.jpg
1519,train,150.799988,29.0,2.03,0.58,data/processed/food-nutrients/images/001519.jpg
1520,train,263.599976,30.68,16.43,6.02,data/processed/food-nutrients/images/001520.jpg
1521,train,734.269958,62.869999,17.648001,42.559998,data/processed/food-nutrients/images/001521.jpg
1522,train,792.179993,27.710001,68.459999,50.529999,data/processed/food-nutrients/images/001522.jpg
1523,train,165.366608,12.646373,13.684191,7.169495,data/processed/food-nutrients/images/001523.jpg
1524,test,213.366608,13.126373,26.16419,7.265494,data/processed/food-nutrients/images/001524.jpg
1525,train,290.550018,13.261001,17.879999,17.879999,data/processed/food-nutrients/images/001525.jpg
1526,test,409.570007,21.401001,18.188,27.119999,data/processed/food-nutrients/images/001526.jpg
1527,test,389.39801,21.809,4.746,30.849001,data/processed/food-nutrients/images/001527.jpg
1528,test,638.257996,38.829002,5.39,50.168999,data/processed/food-nutrients/images/001528.jpg
1529,train,81.149994,5.55,0.21,6.3,data/processed/food-nutrients/images/001529.jpg
1530,test,798.913696,59.066467,12.93051,55.475594,data/processed/food-nutrients/images/001530.jpg
1531,val,851.298767,60.67337,19.00104,57.796677,data/processed/food-nutrients/images/001531.jpg
1532,test,1009.176697,63.837643,25.456959,72.163277,data/processed/food-nutrients/images/001532.jpg
1533,train,546.484497,41.379761,11.240341,36.503475,data/processed/food-nutrients/images/001533.jpg
1534,test,660.094482,49.149761,11.534341,45.323471,data/processed/food-nutrients/images/001534.jpg
1535,train,796.922119,51.892128,17.129475,57.774529,data/processed/food-nutrients/images/001535.jpg
1536,train,16.5,2.325,2.475,0.225,data/processed/food-nutrients/images/001536.jpg
1537,train,41.18898,2.80497,3.28026,2.571043,data/processed/food-nutrients/images/001537.jpg
1538,train,88.552399,3.754251,5.217036,6.881025,data/processed/food-nutrients/images/001538.jpg
1539,train,108.392403,4.906251,9.697037,6.945024,data/processed/food-nutrients/images/001539.jpg
1540,val,290.28244,7.615252,32.917038,15.717025,data/processed/food-nutrients/images/001540.jpg
1541,train,558.942383,18.725252,66.247047,25.514025,data/processed/food-nutrients/images/001541.jpg
1542,train,211.380005,19.5,0.0,14.82,data/processed/food-nutrients/images/001542.jpg
1543,train,444.01001,35.41,0.602,32.879997,data/processed/food-nutrients/images/001543.jpg
1544,val,600.540405,56.024384,5.702527,50.940563,data/processed/food-nutrients/images/001544.jpg
1545,test,635.19043,58.229382,13.052526,51.203068,data/processed/food-nutrients/images/001545.jpg
1546,train,365.276001,20.458,4.452,28.938,data/processed/food-nutrients/images/001546.jpg
1547,train,577.176025,22.148001,25.251999,43.237999,data/processed/food-nutrients/images/001547.jpg
1548,val,610.365173,24.324261,31.015892,44.069649,data/processed/food-nutrients/images/001548.jpg
1549,val,721.365173,31.824261,32.215893,52.319649,data/processed/food-nutrients/images/001549.jpg
1550,test,121.742279,9.310214,10.074251,5.278155,data/processed/food-nutrients/images/001550.jpg
1551,train,144.182281,9.786214,15.514251,5.482155,data/processed/food-nutrients/images/001551.jpg
1552,test,165.182281,10.206213,20.834251,5.622155,data/processed/food-nutrients/images/001552.jpg
1553,val,209.382294,18.706215,21.429251,5.792155,data/processed/food-nutrients/images/001553.jpg
1554,train,265.622253,19.446213,34.749252,5.792155,data/processed/food-nutrients/images/001554.jpg
1555,train,308.372284,19.971214,45.249252,6.017155,data/processed/food-nutrients/images/001555.jpg
1556,val,75.739998,5.18,0.196,5.88,data/processed/food-nutrients/images/001556.jpg
1557,train,121.679504,5.648293,8.625269,7.050731,data/processed/food-nutrients/images/001557.jpg
1558,train,175.259506,6.306293,21.785269,7.332731,data/processed/food-nutrients/images/001558.jpg
1559,train,201.759506,6.571293,28.675268,7.385731,data/processed/food-nutrients/images/001559.jpg
1560,train,475.959991,3.796,46.719997,32.119999,data/processed/food-nutrients/images/001560.jpg
1561,test,594.2453,6.708,60.725197,38.460644,data/processed/food-nutrients/images/001561.jpg
1562,train,1049.11731,32.184002,66.269196,74.496643,data/processed/food-nutrients/images/001562.jpg
1563,train,1268.157349,46.984001,68.637192,90.776642,data/processed/food-nutrients/images/001563.jpg
1564,test,217.559998,14.7,2.352,16.17,data/processed/food-nutrients/images/001564.jpg
1565,train,242.068939,16.307085,6.608414,16.78414,data/processed/food-nutrients/images/001565.jpg
1566,train,306.192841,16.960743,18.374268,18.418285,data/processed/food-nutrients/images/001566.jpg
1567,train,336.492828,17.566744,26.050266,18.620287,data/processed/food-nutrients/images/001567.jpg
1568,train,132.949997,5.6,16.75,4.7,data/processed/food-nutrients/images/001568.jpg
1569,val,141.0,6.0,16.0,6.0,data/processed/food-nutrients/images/001569.jpg
1570,train,199.845322,11.093416,17.088623,9.791893,data/processed/food-nutrients/images/001570.jpg
1571,train,278.488983,12.508038,20.045015,17.101799,data/processed/food-nutrients/images/001571.jpg
1572,test,326.888977,16.028036,24.775015,19.411798,data/processed/food-nutrients/images/001572.jpg
1573,test,192.566193,5.932549,16.74655,11.998874,data/processed/food-nutrients/images/001573.jpg
1574,train,267.213989,9.070109,25.89777,15.790093,data/processed/food-nutrients/images/001574.jpg
1575,train,286.894592,9.673808,28.178411,16.6621,data/processed/food-nutrients/images/001575.jpg
1576,val,90.271996,18.848,1.696,0.608,data/processed/food-nutrients/images/001576.jpg
1577,train,166.112,21.533998,18.285999,1.793,data/processed/food-nutrients/images/001577.jpg
1578,val,111.744507,2.126515,9.66468,7.762758,data/processed/food-nutrients/images/001578.jpg
1579,val,349.389069,22.696079,14.061036,23.076174,data/processed/food-nutrients/images/001579.jpg
1580,train,371.963898,23.388559,16.677065,24.07642,data/processed/food-nutrients/images/001580.jpg
1581,train,398.703369,24.512461,19.955114,25.434467,data/processed/food-nutrients/images/001581.jpg
1582,train,83.886055,1.830647,7.847055,5.606607,data/processed/food-nutrients/images/001582.jpg
1583,train,120.636047,4.350647,15.197055,6.026607,data/processed/food-nutrients/images/001583.jpg
1584,val,133.659988,4.750154,16.706305,6.603672,data/processed/food-nutrients/images/001584.jpg
1585,train,416.196686,39.229145,20.551165,19.963217,data/processed/food-nutrients/images/001585.jpg
1586,train,23.449999,1.608,4.69,0.268,data/processed/food-nutrients/images/001586.jpg
1587,train,123.492508,3.395248,8.716035,9.446692,data/processed/food-nutrients/images/001587.jpg
1588,train,453.931671,31.99674,14.829063,30.739628,data/processed/food-nutrients/images/001588.jpg
1589,train,51.799999,3.552,10.36,0.592,data/processed/food-nutrients/images/001589.jpg
1590,train,548.106018,54.80373,18.39809,28.563108,data/processed/food-nutrients/images/001590.jpg
1591,train,566.146057,57.345734,21.104092,28.809109,data/processed/food-nutrients/images/001591.jpg
1592,train,14.471023,0.443896,1.676942,0.641184,data/processed/food-nutrients/images/001592.jpg
1593,train,94.288544,1.962835,8.580285,6.186012,data/processed/food-nutrients/images/001593.jpg
1594,val,397.568329,28.213522,14.190873,25.728844,data/processed/food-nutrients/images/001594.jpg
1595,test,468.202423,36.833271,15.152088,29.068731,data/processed/food-nutrients/images/001595.jpg
1596,val,176.535965,15.28025,3.265865,11.37568,data/processed/food-nutrients/images/001596.jpg
1597,train,258.315979,16.498249,13.705867,15.319679,data/processed/food-nutrients/images/001597.jpg
1598,train,331.481995,17.89061,20.033928,20.402439,data/processed/food-nutrients/images/001598.jpg
1599,train,360.182037,19.85861,25.77393,20.730438,data/processed/food-nutrients/images/001599.jpg
1600,train,155.099991,6.6,17.6,6.6,data/processed/food-nutrients/images/001600.jpg
1601,train,185.899994,8.84,20.610001,8.07,data/processed/food-nutrients/images/001601.jpg
1602,test,200.949997,9.872,23.620001,8.242,data/processed/food-nutrients/images/001602.jpg
1603,train,291.190002,11.216,35.139999,12.594,data/processed/food-nutrients/images/001603.jpg
1604,train,440.867065,29.481651,37.176857,19.671377,data/processed/food-nutrients/images/001604.jpg
1605,train,558.5578,39.668491,39.354103,27.255165,data/processed/food-nutrients/images/001605.jpg
1606,train,179.630005,4.51,26.950001,6.49,data/processed/food-nutrients/images/001606.jpg
1607,train,234.966125,7.238798,20.433863,14.640826,data/processed/food-nutrients/images/001607.jpg
1608,train,685.993896,59.159676,30.821442,36.103981,data/processed/food-nutrients/images/001608.jpg
1609,train,160.0,14.0,3.0,10.0,data/processed/food-nutrients/images/001609.jpg
1610,test,346.47998,26.6,5.016,23.860001,data/processed/food-nutrients/images/001610.jpg
1611,train,413.493988,27.464001,20.892,23.967999,data/processed/food-nutrients/images/001611.jpg
1612,train,556.563965,29.221001,56.031998,24.720999,data/processed/food-nutrients/images/001612.jpg
1613,train,119.129997,1.463,29.26,0.627,data/processed/food-nutrients/images/001613.jpg
1614,train,115.4216,0.601127,2.317261,11.899805,data/processed/food-nutrients/images/001614.jpg
1615,train,161.021606,1.161127,13.517261,12.139805,data/processed/food-nutrients/images/001615.jpg
1616,val,180.821609,1.436127,18.46726,12.194806,data/processed/food-nutrients/images/001616.jpg
1617,train,203.221603,3.396128,18.88726,13.594805,data/processed/food-nutrients/images/001617.jpg
1618,train,409.334595,9.005127,42.104256,23.747805,data/processed/food-nutrients/images/001618.jpg
1619,train,113.599998,9.94,2.13,7.1,data/processed/food-nutrients/images/001619.jpg
1620,train,193.459991,10.864,19.77,8.417999,data/processed/food-nutrients/images/001620.jpg
1621,test,215.359985,11.302,25.318001,8.564,data/processed/food-nutrients/images/001621.jpg
1622,train,235.820007,11.736,30.278002,8.75,data/processed/food-nutrients/images/001622.jpg
1623,test,169.540009,19.030001,5.882,7.439,data/processed/food-nutrients/images/001623.jpg
1624,train,216.540009,19.5,18.101999,7.533,data/processed/food-nutrients/images/001624.jpg
1625,train,20.611706,0.866341,2.526829,1.046829,data/processed/food-nutrients/images/001625.jpg
1626,test,302.431702,20.00634,4.59483,22.386829,data/processed/food-nutrients/images/001626.jpg
1627,train,68.642334,0.926227,2.514018,6.488747,data/processed/food-nutrients/images/001627.jpg
1628,train,263.402344,14.246227,3.018018,21.608747,data/processed/food-nutrients/images/001628.jpg
1629,train,428.202332,28.666227,6.108017,31.908749,data/processed/food-nutrients/images/001629.jpg
1630,test,645.762329,43.36623,8.460017,48.078743,data/processed/food-nutrients/images/001630.jpg
1631,train,20.611706,0.866341,2.526829,1.046829,data/processed/food-nutrients/images/001631.jpg
1632,train,69.061707,1.461342,14.426828,1.301829,data/processed/food-nutrients/images/001632.jpg
1633,test,109.061714,1.861341,24.826828,1.381829,data/processed/food-nutrients/images/001633.jpg
1634,train,326.621704,16.56134,27.178827,17.551828,data/processed/food-nutrients/images/001634.jpg
1635,train,419.681702,17.94734,39.058826,22.039829,data/processed/food-nutrients/images/001635.jpg
1636,train,555.303711,21.98934,64.772835,23.931829,data/processed/food-nutrients/images/001636.jpg
1637,train,86.870003,1.12,20.58,0.14,data/processed/food-nutrients/images/001637.jpg
1638,train,225.98999,10.52,22.084,10.48,data/processed/food-nutrients/images/001638.jpg
1639,train,263.870972,12.112195,26.727901,12.403903,data/processed/food-nutrients/images/001639.jpg
1640,train,319.870972,17.012196,27.777901,15.903902,data/processed/food-nutrients/images/001640.jpg
1641,train,49.919998,9.6,0.672,0.192,data/processed/food-nutrients/images/001641.jpg
1642,train,100.613655,11.730732,6.886634,2.766634,data/processed/food-nutrients/images/001642.jpg
1643,train,213.670166,13.199732,33.667633,2.879634,data/processed/food-nutrients/images/001643.jpg
1644,train,376.976868,26.482393,42.573318,11.33825,data/processed/food-nutrients/images/001644.jpg
1645,train,412.67688,27.196392,51.617321,11.57625,data/processed/food-nutrients/images/001645.jpg
1646,train,485.67688,27.926394,70.597321,11.722251,data/processed/food-nutrients/images/001646.jpg
1647,train,24.0219,0.736868,2.783724,1.064365,data/processed/food-nutrients/images/001647.jpg
1648,train,128.096802,14.232164,7.157575,12.129619,data/processed/food-nutrients/images/001648.jpg
1649,test,284.133148,27.579,4.006618,16.311678,data/processed/food-nutrients/images/001649.jpg
1650,train,407.633148,30.144001,30.606619,16.596676,data/processed/food-nutrients/images/001650.jpg
1651,train,434.58316,31.992001,35.99662,16.904676,data/processed/food-nutrients/images/001651.jpg
1652,train,24.42,0.572,5.06,0.198,data/processed/food-nutrients/images/001652.jpg
1653,train,98.391266,2.793359,15.661942,2.671786,data/processed/food-nutrients/images/001653.jpg
1654,train,132.178085,3.568957,17.394974,5.578753,data/processed/food-nutrients/images/001654.jpg
1655,train,372.112732,26.857891,20.778339,19.35306,data/processed/food-nutrients/images/001655.jpg
1656,train,31.0,2.232,6.2,0.372,data/processed/food-nutrients/images/001656.jpg
1657,train,246.864426,23.56325,16.653193,21.832207,data/processed/food-nutrients/images/001657.jpg
1658,test,385.773926,37.046314,18.611984,29.806803,data/processed/food-nutrients/images/001658.jpg
1659,train,24.200001,3.41,3.63,0.33,data/processed/food-nutrients/images/001659.jpg
1660,train,329.380035,33.031891,7.933404,17.849949,data/processed/food-nutrients/images/001660.jpg
1661,test,370.130035,35.965889,16.083405,18.338949,data/processed/food-nutrients/images/001661.jpg
1662,train,29.25,2.106,5.85,0.351,data/processed/food-nutrients/images/001662.jpg
1663,train,59.639149,3.038182,9.371578,1.697486,data/processed/food-nutrients/images/001663.jpg
1664,train,164.234955,4.613582,16.253616,10.135185,data/processed/food-nutrients/images/001664.jpg
1665,train,286.933777,20.523823,21.410158,23.180536,data/processed/food-nutrients/images/001665.jpg
1666,train,6.84,0.342,1.482,0.076,data/processed/food-nutrients/images/001666.jpg
1667,train,24.784069,0.892431,3.561408,0.871068,data/processed/food-nutrients/images/001667.jpg
1668,train,44.034069,2.278431,7.411408,1.102068,data/processed/food-nutrients/images/001668.jpg
1669,val,86.534729,2.838268,9.079793,5.066993,data/processed/food-nutrients/images/001669.jpg
1670,train,245.385895,23.43635,15.755673,21.956066,data/processed/food-nutrients/images/001670.jpg
1671,train,68.882935,1.640872,3.473425,5.822042,data/processed/food-nutrients/images/001671.jpg
1672,test,100.882935,3.944872,9.873425,6.206042,data/processed/food-nutrients/images/001672.jpg
1673,train,183.389359,6.422541,21.698669,8.965265,data/processed/food-nutrients/images/001673.jpg
1674,train,209.189362,6.938542,28.234667,9.137265,data/processed/food-nutrients/images/001674.jpg
1675,train,541.730286,39.216187,32.923893,28.22797,data/processed/food-nutrients/images/001675.jpg
1676,train,41.051445,0.977894,2.070021,3.469702,data/processed/food-nutrients/images/001676.jpg
1677,train,272.567291,23.449675,5.334673,16.7607,data/processed/food-nutrients/images/001677.jpg
1678,train,457.711121,47.457092,13.115524,36.445198,data/processed/food-nutrients/images/001678.jpg
1679,test,154.279999,6.38,19.140001,5.626,data/processed/food-nutrients/images/001679.jpg
1680,train,203.869995,6.989,31.320002,5.887001,data/processed/food-nutrients/images/001680.jpg
1681,train,311.209167,17.407734,32.833611,12.049189,data/processed/food-nutrients/images/001681.jpg
1682,train,384.426239,18.510515,37.651039,17.95558,data/processed/food-nutrients/images/001682.jpg
1683,train,148.903992,6.272,18.76,5.264,data/processed/food-nutrients/images/001683.jpg
1684,train,292.022888,20.163645,20.778149,13.480252,data/processed/food-nutrients/images/001684.jpg
1685,train,317.781311,20.953781,23.763105,14.621559,data/processed/food-nutrients/images/001685.jpg
1686,train,333.281311,22.06978,26.863106,14.807559,data/processed/food-nutrients/images/001686.jpg
1687,train,387.841309,26.037781,32.195107,17.411558,data/processed/food-nutrients/images/001687.jpg
1688,train,51.993542,1.28,6.156128,2.787097,data/processed/food-nutrients/images/001688.jpg
1689,train,73.083549,1.539,11.336127,2.898097,data/processed/food-nutrients/images/001689.jpg
1690,train,90.76355,1.955,15.496128,3.002097,data/processed/food-nutrients/images/001690.jpg
1691,train,164.083557,3.047,24.856129,6.538097,data/processed/food-nutrients/images/001691.jpg
1692,train,298.76355,12.147001,26.31213,16.548098,data/processed/food-nutrients/images/001692.jpg
1693,train,422.651428,28.285715,4.186286,31.805714,data/processed/food-nutrients/images/001693.jpg
1694,train,320.963989,14.556001,13.518001,22.848999,data/processed/food-nutrients/images/001694.jpg
1695,train,335.363983,14.844001,17.166,22.945,data/processed/food-nutrients/images/001695.jpg
1696,train,379.824005,15.390001,28.085999,23.179001,data/processed/food-nutrients/images/001696.jpg
1697,test,136.680008,4.824,24.119999,2.814,data/processed/food-nutrients/images/001697.jpg
1698,train,284.880005,6.644,60.52,3.594,data/processed/food-nutrients/images/001698.jpg
1699,train,101.520004,1.41,25.380001,0.282,data/processed/food-nutrients/images/001699.jpg
1700,train,92.480003,3.264,16.32,1.904,data/processed/food-nutrients/images/001700.jpg
1701,train,140.360001,3.852,28.08,2.156,data/processed/food-nutrients/images/001701.jpg
1702,train,173.680008,4.636,35.919998,2.352,data/processed/food-nutrients/images/001702.jpg
1703,train,177.600006,12.0,1.92,13.2,data/processed/food-nutrients/images/001703.jpg
1704,train,329.080017,22.360001,2.312,24.959999,data/processed/food-nutrients/images/001704.jpg
1705,train,50.16,0.66,11.88,0.0,data/processed/food-nutrients/images/001705.jpg
1706,train,91.239998,8.56,12.433001,0.158,data/processed/food-nutrients/images/001706.jpg
1707,train,114.217117,10.066643,16.423389,0.733756,data/processed/food-nutrients/images/001707.jpg
1708,train,174.977127,16.886642,18.531387,3.399757,data/processed/food-nutrients/images/001708.jpg
1709,val,242.477127,17.561642,36.081387,3.534756,data/processed/food-nutrients/images/001709.jpg
1710,train,33.69978,2.209742,5.852568,0.844443,data/processed/food-nutrients/images/001710.jpg
1711,train,173.432449,3.634132,31.491592,4.405418,data/processed/food-nutrients/images/001711.jpg
1712,train,291.832458,11.634132,32.771591,13.205418,data/processed/food-nutrients/images/001712.jpg
1713,train,195.360001,13.2,2.112,14.52,data/processed/food-nutrients/images/001713.jpg
1714,train,215.273514,14.505756,5.570336,15.01899,data/processed/food-nutrients/images/001714.jpg
1715,train,236.723511,14.960756,10.770336,15.213988,data/processed/food-nutrients/images/001715.jpg
1716,train,303.718628,15.643683,23.063019,16.921307,data/processed/food-nutrients/images/001716.jpg
1717,val,263.003998,10.92,46.619999,3.528,data/processed/food-nutrients/images/001717.jpg
1718,train,75.599998,5.94,14.309999,1.08,data/processed/food-nutrients/images/001718.jpg
1719,train,421.686005,40.517998,14.462999,23.877001,data/processed/food-nutrients/images/001719.jpg
1720,val,85.120003,3.52,10.56,3.104,data/processed/food-nutrients/images/001720.jpg
1721,train,131.804001,4.884,20.240002,4.16,data/processed/food-nutrients/images/001721.jpg
1722,train,158.518127,5.678117,24.925295,5.112942,data/processed/food-nutrients/images/001722.jpg
1723,train,315.988464,9.114595,39.655731,15.637626,data/processed/food-nutrients/images/001723.jpg
1724,train,465.636475,11.464597,63.719742,20.243626,data/processed/food-nutrients/images/001724.jpg
1725,train,211.542679,28.955555,10.392798,24.6008,data/processed/food-nutrients/images/001725.jpg
1726,test,265.662659,32.891556,15.681798,27.1838,data/processed/food-nutrients/images/001726.jpg
1727,train,290.397949,33.62685,20.020035,28.066151,data/processed/food-nutrients/images/001727.jpg
1728,val,133.92334,2.922612,12.527754,8.950898,data/processed/food-nutrients/images/001728.jpg
1729,train,440.577881,31.90546,17.102179,27.266018,data/processed/food-nutrients/images/001729.jpg
1730,train,93.081001,2.337,13.965,3.363,data/processed/food-nutrients/images/001730.jpg
1731,train,85.357742,1.862764,7.984723,5.704968,data/processed/food-nutrients/images/001731.jpg
1732,val,114.013741,2.312764,12.592723,6.586968,data/processed/food-nutrients/images/001732.jpg
1733,val,348.898071,24.512394,16.096539,20.61557,data/processed/food-nutrients/images/001733.jpg
1734,val,416.802032,26.496395,30.17654,22.151569,data/processed/food-nutrients/images/001734.jpg
1735,test,26.84,1.952,2.623,1.281,data/processed/food-nutrients/images/001735.jpg
1736,val,56.760002,2.656,9.663,1.457,data/processed/food-nutrients/images/001736.jpg
1737,test,67.643532,2.97953,11.571823,1.845235,data/processed/food-nutrients/images/001737.jpg
1738,train,137.238892,9.557199,12.60999,6.001858,data/processed/food-nutrients/images/001738.jpg
1739,train,114.587997,3.348,23.76,2.592,data/processed/food-nutrients/images/001739.jpg
1740,train,245.132004,5.398,44.751999,6.61,data/processed/food-nutrients/images/001740.jpg
1741,train,289.203369,11.430407,46.917168,11.735167,data/processed/food-nutrients/images/001741.jpg
1742,test,413.170135,23.146877,48.766399,19.139153,data/processed/food-nutrients/images/001742.jpg
1743,train,57.292805,7.842129,2.814716,6.662716,data/processed/food-nutrients/images/001743.jpg
1744,train,331.324493,33.741703,6.902499,23.029417,data/processed/food-nutrients/images/001744.jpg
1745,val,465.224457,36.522697,35.742496,23.338419,data/processed/food-nutrients/images/001745.jpg
1746,val,506.603485,37.731705,44.322498,24.274418,data/processed/food-nutrients/images/001746.jpg
1747,train,529.483459,39.395699,46.558498,25.366417,data/processed/food-nutrients/images/001747.jpg
1748,train,146.244995,6.16,18.425001,5.17,data/processed/food-nutrients/images/001748.jpg
1749,train,361.555603,26.509659,21.636833,18.029551,data/processed/food-nutrients/images/001749.jpg
1750,train,569.511536,32.585655,64.756828,22.733551,data/processed/food-nutrients/images/001750.jpg
1751,train,606.91156,35.305656,68.411819,24.518549,data/processed/food-nutrients/images/001751.jpg
1752,train,656.551575,40.745659,69.703827,27.782553,data/processed/food-nutrients/images/001752.jpg
1753,val,103.693726,2.015873,3.382092,9.853384,data/processed/food-nutrients/images/001753.jpg
1754,train,312.749756,6.847874,7.830093,30.397385,data/processed/food-nutrients/images/001754.jpg
1755,val,518.591736,27.413876,7.921093,43.956383,data/processed/food-nutrients/images/001755.jpg
1756,val,538.709778,28.011915,11.449524,44.67403,data/processed/food-nutrients/images/001756.jpg
1757,train,767.469849,37.471909,39.829521,53.016029,data/processed/food-nutrients/images/001757.jpg
1758,train,75.686295,0.394182,1.519515,7.803151,data/processed/food-nutrients/images/001758.jpg
1759,train,437.071686,49.859921,19.273878,49.829514,data/processed/food-nutrients/images/001759.jpg
1760,train,739.376465,78.431671,23.783417,67.884842,data/processed/food-nutrients/images/001760.jpg
1761,train,145.040009,9.8,1.568,10.78,data/processed/food-nutrients/images/001761.jpg
1762,train,280.290009,19.049999,1.918,21.279999,data/processed/food-nutrients/images/001762.jpg
1763,train,357.809998,20.001999,20.958,21.688,data/processed/food-nutrients/images/001763.jpg
1764,train,23.5,0.235,6.11,0.047,data/processed/food-nutrients/images/001764.jpg
1765,train,87.909996,1.026,21.93,0.386,data/processed/food-nutrients/images/001765.jpg
1766,train,94.607872,0.492727,1.899394,9.75394,data/processed/food-nutrients/images/001766.jpg
1767,train,190.807861,18.992727,3.194394,10.123939,data/processed/food-nutrients/images/001767.jpg
1768,train,401.797852,33.422729,3.740394,26.503939,data/processed/food-nutrients/images/001768.jpg
1769,train,198.320007,13.400001,2.144,14.74,data/processed/food-nutrients/images/001769.jpg
1770,train,364.52002,18.829601,29.103001,19.189999,data/processed/food-nutrients/images/001770.jpg
1771,train,124.973,5.264,15.745001,4.418,data/processed/food-nutrients/images/001771.jpg
1772,train,245.872986,7.775,41.785004,4.697,data/processed/food-nutrients/images/001772.jpg
1773,train,271.34198,8.556257,44.73642,5.825483,data/processed/food-nutrients/images/001773.jpg
1774,train,295.850922,10.163342,48.992832,6.439623,data/processed/food-nutrients/images/001774.jpg
1775,val,321.590912,13.790343,52.853836,6.790623,data/processed/food-nutrients/images/001775.jpg
1776,train,685.772949,50.176342,53.014832,30.779623,data/processed/food-nutrients/images/001776.jpg
1777,train,17.029999,1.965,2.882,0.262,data/processed/food-nutrients/images/001777.jpg
1778,train,7.48,1.054,1.122,0.102,data/processed/food-nutrients/images/001778.jpg
1779,train,41.539997,4.984,6.886,0.626,data/processed/food-nutrients/images/001779.jpg
1780,train,306.862701,47.902866,10.477843,8.376755,data/processed/food-nutrients/images/001780.jpg
1781,train,9.879999,1.14,1.672,0.152,data/processed/food-nutrients/images/001781.jpg
1782,train,179.563156,28.588114,3.96911,5.108879,data/processed/food-nutrients/images/001782.jpg
1783,train,259.08316,31.286116,20.299112,5.250878,data/processed/food-nutrients/images/001783.jpg
1784,train,286.3815,34.486359,21.324808,8.330789,data/processed/food-nutrients/images/001784.jpg
1785,train,306.264984,35.153263,23.918306,9.317839,data/processed/food-nutrients/images/001785.jpg
1786,test,133.21582,15.617198,5.005394,15.02996,data/processed/food-nutrients/images/001786.jpg
1787,train,242.363983,17.217421,12.912596,23.447695,data/processed/food-nutrients/images/001787.jpg
1788,train,135.399673,15.873218,5.087451,15.276352,data/processed/food-nutrients/images/001788.jpg
1789,train,258.59967,20.053217,30.387449,15.496352,data/processed/food-nutrients/images/001789.jpg
1790,train,268.319641,20.539215,32.493454,15.604352,data/processed/food-nutrients/images/001790.jpg
1791,train,278.261444,20.872667,33.790199,16.097878,data/processed/food-nutrients/images/001791.jpg
1792,train,280.3414,20.963665,34.232201,16.123878,data/processed/food-nutrients/images/001792.jpg
1793,val,41.33675,1.38645,5.39175,2.052025,data/processed/food-nutrients/images/001793.jpg
1794,train,64.216751,4.02645,9.26375,2.404025,data/processed/food-nutrients/images/001794.jpg
1795,train,261.856628,27.196226,16.689787,24.702576,data/processed/food-nutrients/images/001795.jpg
1796,train,503.60022,33.333626,66.933792,35.514572,data/processed/food-nutrients/images/001796.jpg
1797,train,52.360001,3.808,5.117,2.499,data/processed/food-nutrients/images/001797.jpg
1798,train,140.106995,7.504,16.172001,5.601,data/processed/food-nutrients/images/001798.jpg
